Date Time,WaterFlow,,,
42300,18.8107911306048,,,
42300,43.0870254069553,,,
42300,37.9877048120624,,,
42300,36.1203788547927,,,
42300,31.8512588121728,,,
42300,28.2380898484204,,,
42300,9.86358204782217,,,
42300,26.6796102690356,,,
42300,55.7737851425874,,,
42300,54.1568888925647,,,
42300,68.3749035614854,,,
42301,55.7103589621282,,,
42301,56.9682604085198,,,
42301,17.2062764421727,,,
42301,35.093274704613,,,
42301,44.4249283783692,,,
42301,57.3224077338374,,,
42301,37.34492447894,,,
42301,11.4830113090835,,,
42301,32.1179400431108,,,
42301,49.0818610470547,,,
42301,49.1335462668685,,,
42301,42.0646479797992,,,
42301,58.3800265948764,,,
42301,53.4080307277304,,,
42301,42.3327749773329,,,
42301,45.9221895334246,,,
42301,32.7412153515049,,,
42301,47.879251460422,,,
42301,47.4605157757848,,,
42301,52.264966258091,,,
42301,35.3895820342537,,,
42301,14.4355779267029,,,
42301,45.0381785017649,,,
42301,38.8965917500715,,,
42302,39.9918332133935,,,
42302,56.8835945404626,,,
42302,62.7286600563378,,,
42302,67.3824840819049,,,
42302,29.6451082824889,,,
42302,51.5866679441495,,,
42302,61.9871033676452,,,
42302,46.3945714866456,,,
42302,32.8386734571714,,,
42302,53.4165536521036,,,
42302,70.7236767241324,,,
42302,21.5708472922081,,,
42302,66.7621075337656,,,
42302,36.3221233186221,,,
42302,45.1143414502586,,,
42302,53.4735623305909,,,
42302,27.2093410383882,,,
42302,44.1937032698024,,,
42302,59.2969098874542,,,
42302,42.2534961772837,,,
42302,44.7479702362686,,,
42302,50.18250215124,,,
42302,32.3033804007747,,,
42302,44.4136971492154,,,
42303,42.8445561983563,,,
42303,56.2826276496161,,,
42303,54.9369576338871,,,
42303,20.406510445547,,,
42303,60.9544590400201,,,
42303,55.8117668256164,,,
42303,68.0080116822761,,,
42303,20.9647544203345,,,
42303,50.1122916953381,,,
42303,24.1728084230277,,,
42303,17.1315998659404,,,
42303,41.9383104912734,,,
42303,70.3766355579784,,,
